Date, Adj. Close
2004-08-19,50.220218658447266
2004-08-20,54.20920944213867
2004-08-23,54.75475311279297
2004-08-24,52.48748779296875
2004-08-25,53.05305480957031
2004-08-26,54.009010314941406
2004-08-27,53.12812805175781
2004-08-30,51.05605697631836
2004-08-31,51.236236572265625
2004-09-01,50.175174713134766
2004-09-02,50.80580520629883
2004-09-03,50.0550537109375
2004-09-07,50.84083938598633
2004-09-08,51.201202392578125
2004-09-09,51.206207275390625
2004-09-10,52.717716217041016
2004-09-13,53.803802490234375
2004-09-14,55.80080032348633
2004-09-15,56.05605697631836
2004-09-16,57.04204177856445
2004-09-17,58.803802490234375
2004-09-20,59.73973846435547
2004-09-21,58.97897720336914
2004-09-22,59.24924850463867
2004-09-23,60.4704704284668
2004-09-24,59.9749755859375
2004-09-27,59.18918991088867
2004-09-28,63.493492126464844
2004-09-29,65.60560607910156
2004-09-30,64.8648681640625
2004-10-01,66.35635375976562
2004-10-04,67.59759521484375
2004-10-05,69.25425720214844
2004-10-06,68.60861206054688
2004-10-07,69.49449157714844
2004-10-08,68.9339370727539
2004-10-11,67.69770050048828
2004-10-12,68.76876831054688
2004-10-13,70.52052307128906
2004-10-14,71.0710678100586
2004-10-15,72.12712860107422
2004-10-18,74.65465545654297
2004-10-19,74.0440444946289
2004-10-20,70.31531524658203
2004-10-21,74.76476287841797
2004-10-22,86.30130004882812
2004-10-25,93.79379272460938
2004-10-26,90.9909896850586
2004-10-27,93.07807922363281
2004-10-28,96.74674987792969
2004-10-29,95.41541290283203
2004-11-01,98.11311340332031
2004-11-02,97.53253173828125
2004-11-03,95.9309310913086
2004-11-04,92.44244384765625
2004-11-05,84.75975799560547
2004-11-08,86.36135864257812
2004-11-09,84.43443298339844
2004-11-10,84.0140151977539
2004-11-11,91.60160064697266
2004-11-12,91.0910873413086
2004-11-15,92.52752685546875
2004-11-16,86.35635375976562
2004-11-17,86.33633422851562
2004-11-18,83.85385131835938
2004-11-19,84.78478240966797
2004-11-22,82.63262939453125
